temperature,rainfall,ph,turbidity,dissolved_oxygen,nitrate,lead,bacterial_count,clean_water_percentage,sanitation_level,healthcare_access,symptom_diarrhea,symptom_fever,water_dirty,water_scarcity,outbreak_risk
33.57,191.07,7.57,358,6.89,11.4,0.031,360,83.65,78.72,22.06,0,1,0,0,0
35.21,108.64,8.26,376,11.37,31.14,0.031,227,48.49,96.74,94.25,0,0,0,0,0
44.83,290.49,7.47,31,6.84,28.56,0.002,66,60.43,73.24,77.12,0,1,0,1,0
28.11,123.03,8.42,190,6.63,3.06,0.075,367,99.06,95.69,60.69,0,1,0,0,0
44.0,192.29,7.85,4,13.31,27.17,0.03,215,72.92,90.89,80.56,1,1,0,1,0
26.94,269.47,7.4,148,13.65,6.38,0.035,322,55.86,64.97,38.67,1,1,0,0,0
28.34,274.54,8.33,150,11.23,17.71,0.139,215,62.49,94.76,61.54,0,1,0,1,0
34.74,16.61,6.15,98,5.69,18.6,0.016,129,97.37,95.5,98.55,1,0,0,0,0
34.15,78.57,7.82,80,7.62,35.14,0.199,377,79.97,58.36,51.59,1,0,0,0,0
22.84,143.09,7.07,124,11.39,24.71,0.022,281,55.11,83.86,80.21,1,1,0,0,0
34.93,102.56,7.38,499,13.66,21.29,0.046,230,69.98,55.06,44.53,1,0,0,0,0
26.62,250.53,7.72,164,10.71,34.67,0.041,798,95.14,69.71,55.55,0,0,0,0,0
31.28,254.34,7.86,10,5.13,8.63,0.028,338,58.85,95.5,74.26,0,0,1,1,0
20.56,234.64,7.91,499,5.46,31.32,0.026,125,81.39,61.78,84.22,0,0,0,0,0
41.41,230.88,6.73,122,13.44,3.0,0.078,485,92.1,67.25,58.3,0,0,0,0,0
26.19,27.71,7.08,33,11.02,39.57,0.029,475,49.82,93.88,88.92,0,0,0,0,0
29.19,152.16,6.7,93,12.57,36.44,0.021,398,74.57,12.91,22.03,0,0,0,0,0
23.72,159.73,7.7,31,7.97,26.42,0.008,235,72.38,73.03,87.68,0,0,0,0,0
30.23,46.48,7.61,135,11.68,0.2,0.039,652,82.34,67.7,40.67,0,0,0,0,0
29.01,100.34,6.97,446,12.8,36.26,0.199,147,54.22,60.95,73.23,0,0,0,0,0
34.92,215.11,8.93,244,12.09,21.91,0.048,342,78.38,83.81,91.34,0,1,0,0,0
30.89,213.08,7.38,11,6.99,8.1,0.036,585,59.69,83.0,70.01,0,0,0,1,0
44.23,286.71,7.24,217,8.19,19.74,0.104,220,65.92,91.05,80.21,0,0,0,0,0
20.5,193.84,7.9,79,7.69,36.79,0.065,18,56.89,51.5,82.97,0,1,0,1,0
30.96,11.99,7.83,266,6.13,15.45,0.041,92,88.76,52.69,15.38,0,0,0,1,0
44.94,292.88,7.23,88,13.77,32.56,0.143,328,62.72,81.45,34.83,0,0,0,0,0
20.26,257.61,7.68,89,12.65,6.27,0.013,149,41.97,86.65,76.93,0,0,0,1,0
43.83,30.42,8.36,29,8.15,5.44,0.014,223,35.98,74.91,50.12,0,1,0,0,0
30.09,244.35,8.13,28,10.83,45.17,0.011,344,54.03,64.28,61.57,1,0,0,1,0
24.2,123.21,7.54,282,2.68,21.41,0.048,336,78.62,75.42,94.26,0,1,0,0,0
31.86,189.13,8.09,39,6.81,38.42,0.173,154,66.48,56.37,57.2,0,0,0,1,0
33.86,95.5,8.34,18,12.61,41.39,0.173,240,66.01,85.79,56.58,0,0,0,1,0
34.69,103.76,7.92,17,4.59,32.24,0.027,141,92.89,55.32,53.95,0,0,0,1,0
41.06,82.53,7.2,265,8.28,1.79,0.045,652,69.58,93.71,89.63,0,0,0,0,0
36.88,97.93,7.64,57,11.43,26.6,0.152,75,90.42,84.14,17.18,0,1,0,0,0
37.65,44.46,8.07,30,10.29,4.57,0.183,182,71.29,52.96,70.74,0,0,0,0,0
42.22,238.36,8.08,388,11.92,12.35,0.04,164,84.27,65.3,49.5,1,0,0,0,0
42.37,45.78,6.58,43,11.98,5.11,0.016,200,83.47,44.24,61.83,1,0,0,1,0
42.61,240.67,6.73,246,10.94,23.87,0.032,471,81.92,53.59,10.92,0,0,0,0,0
36.34,222.05,6.85,378,7.2,22.5,0.072,378,87.37,45.02,57.62,0,0,0,0,0
40.28,296.0,7.84,118,11.6,14.03,0.174,289,83.12,84.68,46.11,0,0,0,1,0
22.8,210.77,8.47,37,13.29,28.62,0.02,679,97.42,92.85,42.37,1,0,0,0,0
28.61,40.28,8.02,105,13.37,26.09,0.042,391,59.48,70.69,83.46,1,1,0,1,0
43.38,142.55,6.19,146,13.99,14.15,0.037,389,75.15,11.97,91.96,0,0,0,0,0
38.16,17.7,7.6,319,12.71,8.3,0.041,142,76.98,47.1,94.64,0,0,0,1,0
24.46,245.69,7.51,379,6.12,38.08,0.033,361,78.05,50.05,77.85,0,0,0,0,0
33.16,230.99,8.26,91,9.33,41.74,0.099,337,83.82,43.84,51.15,0,1,0,0,0
34.98,106.47,6.61,30,3.62,27.38,0.036,638,74.86,66.05,67.38,0,0,0,0,0
22.84,78.96,7.55,473,5.16,27.87,0.013,181,60.56,89.62,13.81,0,0,0,1,0
30.03,191.85,7.42,144,6.28,21.5,0.014,988,66.39,73.5,46.97,0,0,0,1,0
27.91,224.74,7.98,20,6.01,44.21,0.015,332,63.85,63.08,34.06,1,0,0,0,0
42.29,253.69,7.21,403,12.49,10.52,0.015,97,58.39,48.48,78.49,0,0,1,0,0
36.15,295.17,7.8,165,5.96,16.36,0.138,372,63.53,47.51,87.43,0,0,0,0,0
33.82,205.61,8.06,318,6.59,10.99,0.029,201,58.09,92.76,53.89,0,0,0,1,0
21.24,29.8,6.97,84,12.32,27.17,0.028,5,75.61,26.27,93.95,0,0,0,0,0
40.53,218.88,7.62,158,3.62,25.17,0.041,202,65.28,41.97,58.61,0,1,0,0,0
28.23,111.04,8.24,0,7.45,9.47,0.056,40,79.08,52.82,40.23,0,0,1,0,0
37.2,210.88,7.6,64,8.14,41.88,0.046,637,90.22,78.66,40.6,0,1,0,0,0
28.12,24.71,7.08,149,12.86,0.09,0.12,238,70.69,74.66,61.89,0,0,0,0,0
32.95,278.97,8.67,189,8.47,11.79,0.007,340,54.22,72.04,49.57,0,0,0,0,0
25.35,217.53,6.9,464,11.99,28.41,0.001,355,62.59,79.61,33.21,0,0,0,0,0
25.42,271.55,7.42,61,10.63,20.68,0.021,395,88.35,51.84,27.16,0,0,0,1,0
33.96,272.8,7.7,385,12.32,35.13,0.127,1,66.21,71.77,83.71,0,0,0,0,0
44.22,55.64,7.63,85,11.88,14.95,0.051,247,58.38,66.3,42.4,0,0,0,0,0
27.0,9.7,6.76,464,8.82,25.7,0.046,18,74.23,50.87,59.96,0,0,0,1,0
28.39,207.93,7.28,47,5.04,12.81,0.164,262,59.14,43.91,40.65,0,1,0,1,0
23.51,17.02,7.61,20,8.96,22.71,0.002,214,86.41,20.25,88.89,0,0,1,0,0
41.27,109.3,6.94,261,2.72,17.81,0.04,68,51.31,78.35,91.62,0,1,0,0,0
23.68,200.1,7.48,157,10.46,9.31,0.151,297,94.86,92.96,83.65,0,0,0,1,0
37.85,286.18,6.07,77,11.58,5.91,0.049,66,88.17,55.55,98.45,0,0,0,1,0
20.35,35.59,8.06,261,7.21,2.79,0.133,235,98.0,57.53,43.62,0,0,0,0,0
34.02,167.74,7.36,83,5.88,5.88,0.06,317,54.75,53.87,36.9,0,1,0,0,0
23.0,48.08,8.39,117,7.27,29.76,0.066,228,69.85,18.84,69.93,0,0,0,0,0
21.51,87.01,8.08,93,10.47,9.9,0.143,19,85.99,85.27,87.61,0,1,0,0,0
44.97,269.78,8.33,178,10.27,17.22,0.001,161,34.54,79.12,92.76,0,0,0,1,0
26.84,282.78,8.05,59,9.25,36.44,0.01,112,92.09,14.74,21.06,0,0,0,0,0
27.68,241.81,7.95,0,11.22,31.93,0.032,293,53.47,71.13,98.2,0,1,0,1,0
21.72,57.93,7.82,461,13.02,27.93,0.007,379,97.07,89.76,41.17,0,1,0,1,0
27.33,164.57,7.04,207,7.4,19.23,0.155,172,99.39,86.89,85.39,0,1,0,0,0
25.31,163.86,7.47,39,10.48,3.67,0.179,262,96.32,55.63,59.33,0,1,0,0,0
25.14,104.69,7.55,47,10.96,7.19,0.005,595,91.09,59.0,50.45,0,0,1,0,0
38.13,178.28,7.68,17,9.02,38.58,0.026,518,99.87,90.29,48.8,0,1,0,0,0
31.03,200.72,7.94,82,12.24,8.44,0.177,210,64.91,59.89,53.72,1,0,0,0,0
29.82,280.98,7.92,234,13.85,29.2,0.031,371,38.42,63.69,46.21,0,0,0,1,0
42.59,293.38,8.94,224,8.85,46.16,0.035,209,81.37,76.14,85.82,0,0,0,0,0
28.0,172.03,6.79,85,13.72,41.57,0.032,615,64.94,75.64,61.42,0,0,0,1,0
29.27,31.23,7.4,58,7.72,41.8,0.028,52,71.16,24.12,52.52,0,0,0,0,0
23.21,221.63,6.55,251,11.3,37.42,0.021,364,64.48,42.92,42.89,0,1,0,1,0
33.87,96.1,7.93,165,6.11,6.15,0.186,96,75.1,65.07,74.44,0,1,0,0,0
34.21,77.48,7.91,140,10.21,3.1,0.009,316,69.43,43.98,61.36,1,0,1,0,0
43.94,208.46,6.97,84,9.23,38.08,0.182,529,85.46,86.79,63.6,0,0,0,0,0
34.89,269.51,7.96,23,11.3,21.1,0.014,304,50.75,87.88,30.71,0,0,0,1,0
40.73,295.51,7.6,110,12.46,19.24,0.009,495,70.3,55.62,65.85,0,0,0,1,0
41.96,56.02,7.87,448,9.82,33.79,0.05,184,49.42,64.51,45.5,0,0,0,0,0
40.59,20.58,7.66,34,11.86,38.89,0.112,360,59.35,85.91,77.37,0,1,0,0,0
21.45,146.19,7.27,494,10.76,12.66,0.003,338,54.86,77.66,85.16,0,0,0,0,0
40.23,280.6,7.17,113,6.98,47.7,0.126,49,76.71,83.32,80.99,0,0,0,1,0
43.53,44.32,6.84,238,10.91,34.42,0.005,93,63.08,40.12,79.9,0,1,1,0,0
25.85,135.76,6.16,2,5.83,25.99,0.016,35,45.59,74.14,52.2,0,0,0,0,0
32.57,130.5,8.39,101,10.45,34.5,0.103,48,58.9,52.87,85.13,0,0,0,0,0
35.55,184.62,7.51,41,5.83,21.78,0.009,866,86.38,97.41,38.98,0,0,0,0,0
33.67,28.2,6.67,391,8.75,36.32,0.195,10,73.64,98.85,54.67,0,0,0,0,0
21.94,213.4,7.99,91,10.87,9.73,0.118,21,69.65,59.77,97.23,0,0,1,0,0
28.38,171.27,8.36,453,7.6,1.64,0.039,224,80.1,94.81,30.67,0,1,0,0,0
44.91,19.45,6.63,24,12.76,33.73,0.035,86,84.96,71.72,52.17,0,0,1,1,0
44.35,275.35,7.76,76,14.0,0.27,0.028,341,64.25,66.69,61.84,0,1,1,0,0
39.22,245.38,6.64,139,12.73,28.29,0.128,556,55.76,76.69,54.55,0,0,0,0,0
37.71,162.85,7.06,322,11.69,44.19,0.034,61,85.72,68.46,20.59,0,0,0,0,0
26.81,92.63,8.26,75,5.54,2.28,0.02,17,52.5,92.63,71.57,1,1,0,1,0
31.6,223.17,6.8,469,12.3,28.85,0.043,181,52.75,12.47,45.27,0,0,0,0,0
26.71,250.24,7.94,314,13.52,5.45,0.033,83,94.74,82.8,75.26,0,0,0,0,0
38.06,299.2,7.8,242,6.16,35.28,0.048,118,87.11,66.45,93.37,0,1,1,0,0
21.98,72.33,8.49,42,7.7,10.75,0.043,215,64.94,66.59,81.2,0,1,1,0,0
25.76,2.19,7.29,337,7.02,0.15,0.008,477,78.88,61.88,87.51,0,0,0,0,0
24.43,143.32,7.4,62,12.55,43.14,0.049,150,43.57,79.31,50.48,0,0,0,1,0
26.92,190.48,7.57,432,8.02,23.69,0.034,308,89.02,14.87,90.98,0,0,0,0,0
21.9,163.59,7.59,406,5.67,27.14,0.011,158,57.16,59.21,57.86,0,1,0,1,0
30.09,31.59,7.67,179,7.61,6.08,0.126,106,57.78,40.87,37.73,0,0,0,0,0
26.85,210.49,6.62,9,9.31,34.45,0.074,650,87.21,41.22,42.15,0,0,0,0,0
32.93,82.07,8.95,88,12.3,29.5,0.017,532,72.71,51.03,93.29,0,0,0,0,0
20.11,217.3,7.98,108,6.3,30.83,0.049,290,91.65,79.61,76.69,0,0,1,1,0
43.76,156.94,6.89,49,12.26,33.03,0.035,244,88.87,49.95,43.13,0,0,0,0,0
24.44,72.66,6.55,134,9.16,37.39,0.033,305,96.13,80.03,84.52,0,1,1,0,0
26.95,211.7,7.97,424,5.91,35.61,0.073,330,50.21,87.26,51.29,0,0,0,0,0
28.47,243.82,7.66,127,5.89,10.49,0.104,86,85.51,81.76,84.17,0,0,1,0,0
32.03,177.53,8.08,14,11.14,5.86,0.044,504,75.06,69.27,67.28,0,0,0,1,0
30.21,60.08,7.23,164,9.41,18.63,0.059,70,74.14,65.24,67.4,0,0,0,0,0
38.56,182.02,7.15,261,8.17,39.14,0.036,373,42.35,76.86,55.36,0,0,0,1,0
35.02,215.51,7.64,82,6.78,43.84,0.044,180,73.72,20.03,80.14,0,1,0,0,0
40.46,149.48,8.13,102,12.41,1.16,0.048,158,34.95,67.55,67.97,1,0,0,0,0
32.25,176.05,7.28,143,11.15,32.96,0.004,82,67.05,12.53,78.83,0,1,0,0,0
23.13,16.4,8.33,228,13.85,30.09,0.03,304,70.49,84.91,67.77,0,1,0,0,0
30.23,209.85,7.64,386,11.84,21.06,0.027,30,92.22,10.54,46.44,0,0,0,0,0
21.07,102.45,8.36,281,7.91,24.28,0.103,16,63.09,68.26,93.32,0,1,0,0,0
32.77,146.34,7.28,460,11.01,32.77,0.038,281,98.42,98.0,62.21,0,0,0,0,0
33.69,8.7,7.02,359,10.62,37.76,0.038,34,94.72,84.47,18.9,0,1,0,0,0
38.47,111.46,7.71,85,12.92,34.98,0.063,95,99.29,57.68,58.24,0,0,0,1,0
27.51,122.8,8.14,291,9.84,0.91,0.004,508,76.16,71.27,47.8,0,0,0,1,0
33.06,251.64,6.96,96,6.59,31.87,0.112,273,75.77,51.94,74.56,0,0,0,0,0
32.27,209.95,8.0,98,5.5,8.78,0.089,40,96.41,82.53,90.99,0,0,0,0,0
24.3,286.09,7.01,401,5.41,23.09,0.049,60,71.02,49.68,81.88,0,0,1,0,0
24.8,122.28,8.11,35,8.6,43.5,0.04,162,66.84,57.15,77.94,0,0,1,1,0
32.8,2.51,6.45,61,10.77,38.36,0.032,306,88.04,52.45,55.33,0,0,1,0,0
22.09,228.97,7.98,276,5.7,39.65,0.029,253,94.42,52.37,87.37,1,1,0,0,0
27.55,100.38,6.47,201,12.28,11.99,0.048,282,76.86,66.37,40.65,0,0,0,0,0
40.27,66.36,8.14,212,12.83,6.64,0.138,29,97.05,61.56,54.94,0,0,0,1,0
25.14,237.3,7.15,97,6.96,46.17,0.096,78,82.06,61.67,77.31,0,0,0,0,0
31.53,45.32,6.67,76,5.16,25.96,0.025,692,74.86,56.04,13.08,0,1,0,0,0
40.5,37.45,7.93,0,8.75,36.0,0.181,67,66.26,59.92,51.26,0,1,0,0,0
23.81,23.38,6.73,264,5.0,28.51,0.007,232,80.5,70.94,28.41,0,0,0,0,0
24.31,205.71,8.06,41,12.83,4.54,0.075,684,73.83,69.57,75.18,0,0,0,0,0
31.88,181.17,7.97,126,12.99,28.97,0.031,445,64.95,91.65,84.56,0,0,1,0,0
42.02,16.86,7.1,68,9.03,35.11,0.076,13,91.51,67.28,10.12,0,1,0,0,0
38.8,266.99,7.58,89,5.32,11.43,0.029,135,38.38,88.43,53.6,0,1,0,0,0
20.04,226.16,7.36,72,9.68,2.1,0.045,230,35.12,74.13,26.4,0,0,0,1,0
43.8,30.38,6.61,252,9.71,25.13,0.004,245,39.3,50.09,40.67,0,0,0,0,0
23.95,187.75,8.5,179,13.98,14.54,0.02,419,59.21,59.21,70.31,0,0,0,0,0
28.79,158.13,7.84,299,13.13,32.3,0.033,19,61.24,57.56,40.16,1,0,0,1,0
24.58,140.63,6.06,30,9.19,1.47,0.037,126,84.43,95.48,73.54,0,0,0,1,0
39.57,86.87,7.41,281,11.34,25.19,0.017,129,69.86,82.43,92.28,0,1,0,1,0
39.38,46.64,8.45,367,9.54,16.05,0.046,246,67.43,45.6,96.98,0,0,0,0,0
35.3,188.69,7.14,58,12.11,4.73,0.027,500,67.32,57.59,96.93,0,1,0,0,0
37.78,33.15,8.85,140,11.24,1.06,0.037,164,73.81,45.26,82.79,1,0,0,0,0
33.14,111.78,7.73,102,9.38,38.34,0.006,355,84.15,99.86,47.14,1,1,0,1,0
22.73,51.87,6.73,116,13.91,27.78,0.045,157,79.95,82.31,18.64,1,0,0,0,0
28.68,8.94,8.01,79,13.63,29.91,0.051,421,73.75,47.61,93.94,0,0,0,0,0
24.44,239.57,7.77,71,13.88,17.49,0.023,693,72.84,77.22,64.68,0,1,0,1,0
41.14,84.46,7.12,280,7.44,18.83,0.188,67,63.2,74.4,83.19,0,0,0,0,0
36.91,195.47,6.75,59,9.83,3.58,0.033,397,72.97,88.81,49.43,0,0,0,1,0
27.08,44.08,7.45,120,6.93,15.67,0.076,29,87.37,91.59,72.51,0,1,0,1,0
36.11,148.59,8.92,46,5.46,18.26,0.05,42,64.59,46.34,80.44,0,0,1,0,0
23.1,91.86,8.03,258,11.21,3.85,0.055,208,66.17,77.11,35.65,0,0,0,0,0
21.32,161.13,6.54,88,9.44,17.07,0.084,18,81.15,71.93,82.49,0,1,0,1,0
32.71,219.06,7.58,220,5.58,28.27,0.004,836,97.4,81.06,66.84,0,0,0,0,0
30.18,259.62,6.94,33,6.12,34.65,0.025,3,66.07,75.2,18.11,0,1,0,0,0
38.14,93.65,8.41,208,13.13,5.36,0.023,359,62.6,69.62,52.12,1,0,0,0,0
31.51,231.3,8.23,83,11.38,27.16,0.012,272,45.17,74.64,35.23,0,1,0,0,0
28.48,30.94,8.18,241,8.56,28.5,0.002,179,31.21,79.49,84.71,0,1,0,0,0
42.86,238.88,7.71,45,12.23,40.88,0.055,91,78.32,67.86,84.23,0,0,0,0,0
28.92,90.66,8.03,399,5.93,24.45,0.009,219,53.48,54.36,54.94,0,1,0,1,0
22.03,227.83,7.5,300,6.63,10.34,0.047,280,22.7,72.69,55.78,0,0,0,1,0
43.48,168.49,6.52,199,8.02,7.0,0.029,361,54.39,74.02,43.59,0,0,1,1,0
39.66,38.43,6.88,144,9.13,37.93,0.012,398,42.03,55.65,25.06,0,0,0,1,0
43.27,278.74,8.53,458,11.96,11.32,0.027,174,90.18,87.01,87.35,0,0,0,0,0
20.95,95.99,8.43,18,5.77,6.38,0.029,335,94.07,85.54,12.91,0,0,1,1,0
30.32,190.42,7.16,430,7.66,41.44,0.026,308,50.91,87.38,24.2,0,0,0,0,0
28.02,132.34,7.15,65,9.75,13.63,0.014,139,76.22,73.44,49.6,1,1,0,1,0
23.13,20.68,8.48,270,10.52,20.5,0.106,161,74.46,71.18,48.64,0,1,0,0,0
28.97,147.44,8.18,164,8.69,38.29,0.036,122,87.9,46.59,40.39,0,0,0,0,0
32.87,73.84,7.66,66,8.8,34.14,0.136,350,44.84,42.76,92.24,0,0,0,0,0
29.34,35.49,6.79,245,12.3,11.25,0.118,297,69.29,76.98,19.3,0,0,0,0,0
42.87,10.22,8.46,9,6.32,20.88,0.158,606,79.91,48.01,67.0,0,0,0,0,0
41.7,246.98,7.89,55,10.32,43.3,0.049,199,80.27,96.82,50.34,1,0,0,0,0
25.31,109.6,8.13,187,5.14,21.76,0.009,393,69.71,92.78,94.6,1,0,0,1,0
31.05,280.43,8.43,453,5.97,21.35,0.009,57,29.3,53.73,83.4,0,0,0,0,0
31.09,52.02,8.65,49,12.09,29.52,0.044,230,99.64,21.07,78.93,0,0,0,0,0
29.98,247.25,7.31,135,10.11,29.08,0.05,14,91.63,56.65,73.19,1,0,0,1,0
30.83,198.27,6.54,30,5.58,7.74,0.195,50,69.45,20.59,59.79,0,0,0,0,0
25.27,41.52,8.99,429,10.64,32.22,0.007,236,77.72,92.73,90.75,0,0,0,0,0
39.61,192.57,7.76,293,9.92,22.73,0.006,308,81.47,86.79,81.77,0,0,0,1,0
37.38,42.44,8.31,180,6.52,49.66,0.038,281,97.13,85.67,33.51,0,0,0,0,0
25.01,162.55,8.18,319,8.31,29.64,0.013,92,67.49,59.75,58.04,0,1,0,0,0
24.54,101.01,8.32,123,6.36,42.22,0.119,242,50.97,79.72,53.26,0,0,0,0,0
38.93,130.05,8.15,69,7.42,26.94,0.082,297,53.34,59.6,96.94,1,0,0,0,0
20.49,96.5,7.53,17,5.19,32.27,0.148,167,59.02,73.44,91.89,0,0,0,1,0
28.34,51.58,8.46,481,9.16,38.45,0.161,348,66.64,75.18,91.82,0,0,0,0,0
24.52,10.28,8.11,76,11.56,20.78,0.032,727,70.72,80.91,74.67,0,0,0,1,0
26.07,272.21,8.46,264,5.3,7.15,0.038,84,61.96,84.69,32.29,0,0,0,1,0
36.76,206.18,7.25,75,11.84,15.35,0.147,89,68.21,19.19,55.01,0,0,0,0,0
34.61,267.08,6.77,121,13.19,4.15,0.098,297,63.95,60.02,28.03,0,0,0,0,0
30.08,192.2,8.15,43,10.72,39.12,0.036,388,88.52,38.39,21.35,0,1,0,0,0
27.24,120.21,7.31,19,8.47,34.14,0.189,168,83.93,41.34,85.98,0,0,0,1,0
20.15,157.0,8.04,230,12.25,14.06,0.011,228,93.69,44.61,98.96,1,0,0,1,0
29.2,128.46,8.0,217,6.37,22.16,0.041,340,60.09,75.45,84.36,1,0,0,0,0
42.42,25.9,8.74,156,12.5,20.66,0.027,93,56.96,43.71,83.99,0,0,0,1,0
24.48,256.48,6.57,71,12.11,39.99,0.057,395,58.29,48.58,44.53,0,1,0,0,0
35.92,185.21,7.11,83,13.92,9.15,0.035,346,34.34,70.58,35.73,0,1,0,0,0
37.28,220.89,8.21,451,6.28,12.84,0.11,109,92.89,65.96,50.98,0,0,0,0,0
21.24,262.66,6.86,9,8.14,13.09,0.193,127,97.21,60.85,65.41,0,0,0,1,0
20.61,268.15,7.78,272,5.06,18.65,0.019,158,96.51,90.33,47.08,0,0,0,1,0
36.75,296.68,6.68,186,10.15,30.02,0.196,135,85.42,40.87,52.4,0,1,0,0,0
21.45,296.76,7.12,49,7.96,16.96,0.142,175,57.36,70.07,96.93,1,0,0,0,0
30.48,214.29,7.67,103,5.77,18.91,0.041,208,94.4,32.71,80.78,0,0,0,0,0
37.21,234.58,6.17,25,10.52,36.87,0.161,252,89.15,66.65,89.41,0,0,0,0,0
20.4,104.3,7.89,64,11.7,35.53,0.062,280,95.88,58.33,20.43,0,0,0,0,0
26.26,38.28,6.81,409,7.87,6.65,0.167,308,97.38,58.75,88.86,0,0,0,0,0
27.82,11.96,7.84,136,3.4,30.52,0.01,372,33.94,58.82,77.27,0,0,0,0,0
40.96,30.88,7.94,265,12.84,39.24,0.011,607,52.9,51.8,43.21,0,0,0,1,0
41.13,148.32,6.88,54,10.24,35.05,0.017,157,99.88,24.1,67.39,0,0,1,0,0
36.53,83.89,7.77,187,10.37,18.15,0.191,0,86.53,96.13,58.87,0,1,0,0,0
36.15,71.9,8.0,41,12.22,16.5,0.141,217,92.25,12.43,98.32,0,0,0,0,0
32.19,256.4,6.55,290,11.72,30.58,0.014,64,55.52,89.49,70.79,0,1,0,0,0
36.92,109.39,6.69,98,2.98,40.73,0.001,374,92.83,90.75,49.89,0,0,0,0,0
40.59,5.62,8.15,75,7.93,42.68,0.028,342,56.27,71.53,15.53,0,0,0,1,0
42.27,54.64,8.24,73,9.37,40.86,0.123,257,80.96,42.51,82.8,0,0,0,1,0
43.52,214.61,8.22,64,10.27,1.99,0.026,183,85.07,48.85,30.58,0,1,1,0,0
31.58,253.27,7.78,93,9.09,33.02,0.039,483,40.67,93.34,51.28,0,0,0,0,0
