temperature,rainfall,ph,turbidity,dissolved_oxygen,nitrate,lead,bacterial_count,clean_water_percentage,sanitation_level,healthcare_access,symptom_diarrhea,symptom_fever,water_dirty,water_scarcity,outbreak_risk
35.3,53.11,6.65,206,11.3,6.51,0.035,574,55.84,41.39,55.5,0,0,1,1,0
23.49,8.56,6.62,470,5.68,37.48,0.057,441,58.55,81.82,43.48,0,0,1,0,0
27.3,272.79,6.64,384,8.33,37.88,0.112,736,54.67,43.53,12.47,1,1,0,1,0
29.16,2.47,7.86,296,12.83,43.73,0.023,817,63.83,86.64,95.47,1,0,0,1,2
31.4,220.82,7.36,101,2.82,20.4,0.04,391,82.67,50.97,13.56,1,1,1,0,0
39.63,45.64,6.85,273,12.87,43.48,0.112,887,24.58,61.22,91.27,0,0,0,1,2
24.99,273.67,6.02,128,10.75,31.99,0.141,434,84.92,60.48,27.08,1,0,0,1,2
32.86,267.84,5.58,166,11.24,3.44,0.186,100,38.28,20.74,22.77,1,0,0,1,1
34.81,196.17,6.27,201,2.78,1.58,0.102,247,40.17,41.94,16.22,0,0,1,0,2
21.16,201.67,5.88,414,4.25,24.07,0.023,297,67.96,31.74,48.31,1,1,1,0,1
35.19,1.6,8.25,101,13.1,39.29,0.118,989,98.05,71.47,62.82,1,0,0,0,1
24.26,295.46,5.89,70,3.49,19.21,0.199,830,21.39,94.03,91.34,0,0,1,0,1
21.63,263.35,8.03,421,9.57,42.59,0.177,414,73.85,29.12,80.54,0,0,1,1,0
43.72,268.53,6.85,7,11.39,24.61,0.156,104,75.75,18.21,24.37,0,0,0,1,1
44.14,197.77,5.76,161,4.78,1.31,0.147,58,65.89,55.59,25.1,0,0,1,0,2
40.21,103.44,8.34,72,10.39,48.68,0.151,209,20.78,45.18,10.73,0,1,0,0,0
27.62,268.09,7.53,344,2.79,24.48,0.018,94,68.51,13.21,71.9,1,0,0,0,0
22.44,87.46,6.33,26,7.99,32.51,0.104,601,29.2,92.95,11.57,1,0,1,1,1
37.11,168.81,8.63,168,6.01,9.96,0.138,343,26.25,94.61,22.47,0,1,1,1,0
31.0,29.92,5.66,262,9.75,14.87,0.015,50,75.68,86.54,67.11,0,1,0,0,2
23.05,276.59,6.21,287,12.67,24.21,0.183,952,76.02,35.25,23.52,1,1,1,1,0
32.38,42.23,8.13,72,3.51,42.81,0.026,900,91.19,21.02,23.79,1,0,0,1,0
20.86,67.47,7.98,208,7.4,5.1,0.018,500,20.27,63.32,31.06,0,0,0,0,0
42.73,167.44,6.51,98,7.08,39.02,0.025,714,50.3,35.34,44.67,1,0,1,0,0
26.47,229.23,5.72,367,5.89,28.97,0.085,563,20.98,28.15,10.71,1,0,1,1,0
36.56,185.81,8.5,399,7.76,24.98,0.109,983,49.17,67.72,77.15,1,1,1,1,0
27.79,69.64,6.6,385,12.57,43.83,0.019,704,59.33,77.53,79.64,0,1,0,1,2
33.0,0.28,6.18,426,13.68,5.91,0.157,139,62.38,57.46,43.01,0,0,1,1,0
33.67,227.15,7.31,30,2.03,49.54,0.04,101,48.47,38.8,81.83,1,0,0,1,2
24.62,295.56,8.69,335,10.87,42.73,0.112,918,78.02,56.13,35.63,1,0,1,1,1
44.24,242.97,5.65,430,9.38,16.29,0.098,119,53.25,63.98,98.71,0,0,0,0,0
39.38,138.06,8.18,32,13.93,22.58,0.181,307,61.37,14.67,45.8,0,1,0,0,2
43.49,271.13,7.5,212,3.08,1.25,0.179,875,84.01,49.94,70.19,1,0,1,0,1
42.37,122.95,6.99,144,11.74,26.38,0.048,472,33.94,63.85,39.02,1,0,0,0,0
34.95,157.48,8.1,98,13.21,27.39,0.108,446,45.67,21.65,50.57,0,1,1,0,0
43.05,143.14,8.88,309,12.95,46.33,0.197,75,61.71,50.4,68.06,1,0,1,1,0
22.21,134.29,6.3,309,8.73,19.4,0.066,642,81.41,41.21,41.28,0,0,1,1,1
24.9,232.56,6.0,434,5.93,28.53,0.015,151,54.03,88.11,69.09,1,0,0,1,2
21.13,158.03,8.7,179,9.68,37.03,0.144,729,25.82,54.04,23.14,1,0,0,1,2
28.13,95.02,7.84,134,5.67,30.43,0.101,590,99.11,48.36,53.54,1,1,0,1,1
29.72,77.45,7.03,437,6.95,7.81,0.188,862,76.63,31.95,34.56,0,1,1,1,1
26.78,11.32,7.51,476,7.35,8.59,0.115,490,77.82,96.17,92.8,1,0,1,1,0
40.72,174.96,8.11,394,5.62,6.92,0.102,937,57.21,96.5,84.22,0,0,1,1,2
28.92,68.99,8.21,189,6.1,10.89,0.183,404,63.76,43.01,53.87,0,1,1,0,0
27.02,44.44,8.72,29,2.09,16.42,0.076,251,99.52,93.61,50.84,1,1,0,1,2
33.57,196.15,6.99,81,5.56,36.98,0.119,724,67.61,65.67,85.06,0,1,0,0,0
23.52,204.36,6.53,56,7.67,3.05,0.169,374,37.51,80.29,72.14,0,0,1,1,1
40.05,225.65,7.74,173,4.08,41.02,0.12,340,97.15,18.09,71.5,1,1,0,1,2
21.86,151.07,6.96,207,11.67,13.12,0.06,118,63.02,11.92,59.34,1,1,1,1,0
44.67,268.22,7.58,325,8.45,30.67,0.112,152,21.65,56.27,87.61,0,1,1,1,1
39.31,280.9,6.97,321,11.53,27.64,0.086,523,65.87,16.83,27.05,0,1,0,0,2
24.97,242.21,6.04,182,3.54,7.7,0.197,815,25.64,90.25,87.57,1,0,1,0,0
20.14,190.68,7.14,234,11.85,14.36,0.01,612,62.21,83.81,56.87,0,1,0,1,0
40.39,91.12,7.92,106,13.5,14.8,0.154,721,86.03,74.33,65.92,1,1,0,1,1
37.67,294.88,8.3,185,6.23,31.19,0.005,73,63.11,12.83,96.62,1,0,0,1,0
38.23,82.24,7.23,265,5.41,39.43,0.121,709,49.88,51.25,48.21,1,0,1,0,1
39.28,60.8,6.08,131,9.76,49.81,0.086,696,90.61,17.03,70.12,0,0,1,1,0
21.85,132.65,6.95,496,9.63,4.79,0.182,796,94.21,93.58,56.99,1,1,1,1,2
28.96,17.05,8.25,329,3.35,46.93,0.108,156,47.8,65.14,93.84,0,1,1,0,1
22.9,293.55,6.95,328,13.12,28.08,0.165,220,59.92,24.09,53.89,1,1,0,0,1
41.58,176.53,7.94,317,7.75,17.84,0.134,173,98.63,60.45,33.05,1,1,0,0,0
35.58,167.09,7.28,364,11.17,14.23,0.089,237,34.25,20.67,53.45,1,1,0,1,0
28.27,196.74,6.34,170,6.31,10.45,0.068,520,43.85,23.11,92.51,1,0,1,0,2
21.59,149.11,8.29,297,5.14,27.85,0.023,763,54.27,17.29,55.06,0,1,0,0,1
27.77,9.62,5.79,23,3.34,47.3,0.003,543,28.07,88.46,23.15,1,1,1,0,0
28.13,183.69,7.34,260,5.29,9.11,0.0,495,41.76,59.11,58.74,1,0,0,1,1
38.24,214.85,6.23,354,13.92,21.81,0.045,140,63.58,39.51,44.88,0,1,1,1,2
35.94,125.02,5.73,195,9.9,10.19,0.112,877,38.28,10.06,68.48,1,0,1,0,2
42.18,227.19,7.26,98,11.63,8.78,0.195,180,74.9,52.48,31.72,1,0,0,1,0
31.81,68.1,7.25,489,13.5,43.34,0.141,842,47.81,56.15,39.01,0,0,1,1,2
22.99,66.38,7.97,375,2.95,13.1,0.014,97,27.18,40.29,56.49,1,1,0,0,0
37.83,48.43,8.11,332,3.98,12.4,0.129,309,81.16,53.59,20.65,1,0,1,0,1
39.02,111.6,8.05,100,13.14,45.49,0.097,379,65.39,19.07,28.95,0,0,0,0,1
34.03,254.1,6.93,351,8.77,19.3,0.127,371,85.99,92.99,82.12,0,1,0,0,0
39.27,248.37,7.71,428,9.62,0.44,0.125,412,48.81,33.25,94.53,0,0,0,0,1
32.34,114.85,7.52,442,7.13,36.06,0.029,690,21.55,95.36,97.26,0,1,1,1,1
33.07,176.74,6.98,119,11.77,25.85,0.184,459,23.74,54.36,94.35,0,1,1,0,0
30.69,216.24,7.59,320,8.21,38.71,0.111,176,83.64,87.11,94.78,1,0,0,0,0
20.64,72.36,8.82,446,11.91,28.51,0.14,862,52.85,61.95,83.9,0,1,0,1,2
22.7,50.44,6.18,376,13.91,17.56,0.077,936,98.11,86.0,76.21,0,1,0,1,2
20.79,291.63,8.67,202,9.76,3.33,0.024,469,86.42,10.91,30.87,0,0,1,0,1
35.91,185.27,5.69,89,8.35,43.3,0.138,729,21.29,26.78,49.76,0,0,1,0,0
27.86,294.42,6.58,194,6.38,10.35,0.188,779,89.6,41.85,45.82,1,0,1,0,2
32.71,101.33,6.51,176,4.34,48.57,0.116,802,37.03,36.65,75.73,0,0,1,1,1
42.69,210.91,7.69,114,9.88,12.29,0.04,368,58.9,95.21,52.78,1,1,0,0,0
26.23,66.78,5.96,332,2.75,41.35,0.125,485,60.49,45.52,42.42,1,0,1,1,0
30.26,78.36,8.59,31,13.48,39.44,0.086,771,24.78,97.49,83.27,1,1,0,0,0
38.89,153.57,8.4,367,9.77,23.14,0.08,556,30.05,68.59,77.49,1,1,0,0,1
25.72,95.89,7.78,433,13.51,20.09,0.183,816,53.84,85.2,43.19,0,0,1,0,2
21.92,50.29,7.1,214,5.27,35.16,0.147,969,71.41,45.45,47.74,1,1,0,1,0
27.24,78.86,8.77,441,13.36,26.43,0.102,243,41.15,27.11,90.39,0,0,0,1,1
24.03,10.72,8.41,307,9.35,31.6,0.084,126,62.11,14.54,75.94,0,0,1,0,1
43.24,211.33,7.25,278,11.72,23.51,0.049,657,50.33,69.08,72.1,0,0,0,1,1
40.2,147.63,7.96,242,4.15,27.86,0.069,813,70.43,97.46,74.05,1,0,0,0,2
35.84,28.27,7.48,285,8.0,9.46,0.108,111,53.95,20.64,19.21,0,0,1,1,2
41.79,51.51,7.56,69,8.83,2.77,0.01,978,88.13,79.46,60.72,1,0,0,0,2
40.09,30.76,6.66,70,6.71,17.8,0.072,441,98.7,42.82,36.19,0,1,1,0,1
24.66,183.78,7.12,110,5.04,23.29,0.099,270,93.04,99.41,17.63,0,1,0,0,1
42.31,28.26,5.77,157,12.86,45.3,0.122,313,33.49,88.3,75.8,1,1,1,0,2
33.48,226.28,6.75,36,3.02,20.7,0.149,662,56.57,30.77,37.39,0,0,0,0,0
40.19,6.15,7.94,303,3.85,21.7,0.003,406,56.71,78.92,37.91,0,0,0,0,1
42.4,74.81,8.84,415,5.85,33.74,0.059,852,87.24,76.08,67.59,0,0,0,1,2
27.95,267.2,8.87,325,13.04,10.34,0.052,921,48.58,78.71,69.96,1,0,1,1,1
22.75,215.56,7.45,34,8.77,43.58,0.104,236,63.97,17.45,52.67,1,0,1,1,0
25.7,21.89,7.62,479,6.48,21.38,0.093,161,68.74,82.85,60.08,1,1,0,0,1
30.68,246.34,6.15,459,6.83,46.54,0.016,380,28.92,33.53,86.4,1,1,0,0,2
40.45,147.91,7.93,323,12.05,13.56,0.152,808,64.64,63.14,19.64,0,1,1,0,0
41.52,254.03,5.75,415,2.32,23.28,0.137,460,39.75,20.39,15.88,0,0,0,1,0
20.17,180.22,6.5,58,2.14,38.91,0.164,312,36.53,60.23,69.06,0,0,0,0,0
32.77,204.55,7.84,373,2.55,27.8,0.022,280,40.03,91.58,64.34,1,0,0,1,1
30.44,298.05,6.59,418,7.63,33.06,0.101,949,27.95,25.95,26.73,0,0,1,0,1
25.55,69.7,5.67,367,8.97,14.03,0.121,555,25.58,86.95,56.97,0,0,1,0,1
23.0,187.18,8.41,399,9.49,16.42,0.01,992,71.75,49.19,77.11,1,0,1,1,0
28.44,138.1,6.59,374,10.77,25.38,0.192,731,95.28,39.01,75.85,0,1,1,0,2
43.57,11.84,5.72,370,4.28,10.12,0.159,140,75.04,15.14,63.62,1,1,1,0,2
28.08,4.34,5.76,206,5.15,6.32,0.049,53,44.95,57.57,21.74,0,1,1,0,0
32.97,35.77,6.38,360,4.92,42.19,0.126,538,46.8,27.99,37.36,1,0,1,0,0
37.58,194.73,6.12,435,3.79,38.74,0.029,519,63.31,94.61,46.52,0,0,0,1,0
29.09,170.15,8.21,65,4.93,46.6,0.175,483,89.3,31.43,80.94,0,0,1,0,2
44.29,166.03,6.63,261,9.36,29.33,0.02,501,36.2,62.81,58.94,1,0,0,1,2
44.06,9.56,8.32,269,6.4,21.01,0.181,170,57.48,60.27,75.99,1,1,0,0,1
26.29,140.79,6.11,232,11.21,5.15,0.166,375,59.92,40.31,93.12,1,1,0,0,0
32.43,277.39,7.23,156,8.44,42.52,0.096,709,94.5,86.69,66.15,1,1,0,0,0
27.52,119.28,7.91,105,4.54,22.81,0.131,76,62.89,26.49,31.34,0,1,1,1,2
27.12,187.48,7.78,153,7.61,28.06,0.049,851,82.47,83.54,22.56,0,0,0,0,1
20.92,233.95,7.6,17,9.12,15.68,0.077,182,27.02,28.67,10.05,1,1,1,0,1
35.24,235.18,8.74,494,12.39,26.19,0.043,703,46.15,13.52,25.81,1,1,0,1,0
32.57,155.78,6.3,259,12.0,39.09,0.106,4,68.91,94.95,34.23,1,1,0,0,0
21.29,257.39,7.23,484,7.12,35.61,0.064,570,74.21,67.36,34.28,0,1,1,0,0
26.97,117.41,8.59,312,9.77,49.45,0.07,236,90.82,66.74,70.04,0,1,1,0,0
42.71,266.61,5.77,118,5.57,24.78,0.089,666,67.23,33.85,23.52,1,1,1,1,0
25.99,72.07,5.7,308,9.6,26.48,0.175,498,43.17,22.53,49.19,0,0,0,1,2
23.62,84.06,6.32,101,12.95,2.64,0.11,18,63.13,73.55,10.44,1,0,1,0,2
32.24,15.94,7.72,24,9.49,19.47,0.161,64,76.92,56.69,33.5,1,1,0,0,1
44.64,238.67,6.41,430,5.65,46.11,0.17,835,82.75,38.61,13.69,0,0,1,1,2
26.05,125.12,6.17,179,9.73,17.52,0.049,321,95.57,38.51,73.86,0,0,1,0,2
36.8,68.73,7.11,476,12.83,38.31,0.156,235,35.26,90.03,41.89,0,0,0,0,2
39.04,69.54,7.65,161,3.64,48.88,0.13,665,72.88,90.07,53.21,1,1,1,0,1
25.94,270.42,6.37,399,7.79,6.34,0.101,288,36.02,34.72,78.53,1,0,0,1,1
38.21,250.17,6.55,484,5.85,16.7,0.018,235,45.43,81.47,87.66,0,1,0,0,1
29.19,166.06,7.65,349,4.9,23.72,0.114,748,31.42,30.4,56.5,0,1,1,1,1
35.81,184.83,8.81,214,6.75,11.87,0.031,421,81.84,82.72,68.48,0,0,1,1,1
35.84,142.3,7.86,382,6.73,0.62,0.163,390,93.12,21.37,76.24,0,0,0,1,2
33.39,117.5,8.24,123,4.53,23.43,0.187,732,22.39,78.23,35.68,1,0,0,1,2
22.26,274.64,6.78,291,6.84,26.83,0.096,755,85.08,60.01,73.65,0,1,1,0,0
40.88,37.68,6.45,155,9.6,31.27,0.088,4,39.34,20.59,68.83,0,1,0,0,1
28.02,125.53,7.09,192,2.31,41.36,0.098,136,58.96,65.42,49.88,0,0,1,1,1
24.66,103.37,8.32,327,13.87,12.65,0.013,396,79.86,27.32,40.67,0,0,1,1,1
21.02,149.45,7.1,52,5.55,3.05,0.047,749,60.55,27.47,97.63,0,0,0,1,1
34.77,137.29,8.46,169,9.48,4.49,0.188,935,38.5,50.26,98.77,0,1,1,1,1
36.94,155.67,8.96,334,5.4,24.87,0.069,47,92.49,96.79,72.56,0,0,1,1,1
20.41,41.98,5.75,97,6.72,46.11,0.118,557,67.49,90.3,44.57,1,1,1,0,2
32.8,153.94,5.66,146,8.59,49.11,0.13,63,94.5,84.38,77.64,1,1,1,0,1
25.66,72.73,6.02,299,9.34,10.25,0.175,703,87.73,86.6,71.13,0,1,1,0,2
36.13,55.3,6.85,29,11.25,7.6,0.048,540,90.13,54.76,59.05,1,1,0,0,2
24.36,19.45,5.96,73,11.5,17.67,0.178,529,48.94,43.73,21.87,1,0,0,1,1
37.27,228.8,8.55,171,8.22,23.19,0.078,669,98.99,89.56,95.19,1,1,0,1,0
29.67,128.23,5.58,372,2.91,40.4,0.184,713,88.19,17.28,30.95,1,1,1,1,2
43.42,187.99,6.61,410,8.69,38.73,0.082,18,47.01,99.65,45.39,0,1,1,1,2
23.44,218.28,6.15,83,7.73,46.13,0.021,175,91.71,59.77,40.82,1,1,1,1,2
28.53,203.79,8.76,472,4.58,42.91,0.01,776,80.42,58.64,23.84,1,1,0,1,2
22.84,141.15,7.84,72,2.12,21.94,0.193,724,78.01,36.28,12.21,0,0,1,0,2
43.12,116.37,8.69,231,5.79,0.95,0.024,512,20.5,25.33,93.68,0,1,0,1,0
41.93,112.79,8.9,289,5.11,11.83,0.108,744,21.81,71.23,76.55,0,1,1,0,0
26.45,192.01,7.24,126,7.79,30.5,0.105,759,75.58,42.55,11.86,1,0,1,1,0
36.5,148.44,6.32,84,11.14,25.07,0.08,217,42.29,37.22,71.9,1,1,0,0,0
40.43,254.74,6.18,253,7.27,12.01,0.084,973,24.68,24.61,21.67,1,1,1,0,0
33.88,262.41,6.28,151,13.42,6.58,0.095,550,42.88,58.16,75.16,0,1,0,0,2
33.24,51.17,7.98,311,4.66,10.8,0.02,732,87.03,62.95,55.47,0,0,0,0,2
26.05,40.87,5.64,6,4.65,12.99,0.158,566,57.65,49.88,98.01,1,0,0,1,1
22.33,189.12,5.68,451,9.25,43.36,0.075,759,69.25,11.08,48.91,1,0,0,1,2
42.43,90.37,7.63,306,12.76,35.51,0.049,490,84.04,54.25,77.41,0,1,1,1,1
42.51,5.57,7.75,135,10.06,27.62,0.064,307,45.87,34.48,13.72,0,1,0,1,1
35.83,266.59,7.83,183,10.08,1.05,0.122,454,20.89,22.48,94.2,0,0,0,0,0
28.48,68.07,6.8,460,11.68,41.06,0.155,831,45.87,61.98,60.62,1,1,0,0,0
28.73,278.78,8.32,313,10.02,27.62,0.031,23,96.53,70.41,38.28,1,0,0,0,0
38.15,215.23,7.37,340,11.11,31.37,0.119,282,58.58,56.69,21.42,1,1,1,0,0
42.43,228.8,5.87,226,12.39,3.28,0.084,745,65.58,65.29,67.67,0,1,0,0,0
42.18,60.44,8.29,324,2.09,40.74,0.172,370,80.83,64.59,77.17,1,0,1,1,1
39.5,70.26,8.84,243,12.63,41.6,0.19,577,29.19,21.18,17.68,0,0,0,0,0
36.05,156.38,5.71,263,4.58,44.17,0.136,705,78.71,29.42,24.82,1,1,0,0,2
22.1,51.63,6.87,449,12.95,26.4,0.118,118,43.82,10.85,44.69,0,1,0,1,1
24.04,91.63,7.21,250,5.19,19.7,0.156,248,51.05,98.37,86.66,1,1,0,0,2
42.46,96.44,6.01,407,7.46,3.65,0.099,61,41.56,29.01,98.46,1,1,0,1,0
35.16,47.89,8.54,169,13.21,9.69,0.011,399,32.28,83.32,77.05,0,1,0,1,2
20.23,61.55,6.49,53,3.32,11.28,0.14,139,48.92,80.31,10.5,0,1,1,1,1
22.54,236.57,8.24,399,10.94,3.13,0.116,551,27.57,73.45,91.31,1,0,0,1,2
36.59,50.16,7.85,131,6.71,7.72,0.03,217,87.58,50.48,12.39,0,0,0,0,2
20.13,8.54,7.59,314,2.29,44.34,0.043,9,44.48,62.55,90.74,1,1,0,1,0
24.02,188.81,6.17,93,13.27,27.27,0.046,959,72.29,26.77,46.93,1,0,0,0,0
33.72,292.79,6.27,45,3.41,38.22,0.146,566,43.74,19.55,76.76,1,0,1,0,1
37.3,99.36,5.67,349,11.29,13.75,0.104,846,36.86,41.66,17.84,1,1,0,1,1
36.3,35.6,6.34,98,6.61,6.73,0.01,88,77.09,84.3,24.84,0,1,1,1,0
25.61,171.12,6.71,233,11.73,18.66,0.168,515,69.92,60.76,50.57,1,0,0,0,0
37.8,271.91,8.42,268,11.0,39.65,0.129,473,37.45,78.75,13.47,1,0,1,1,2
25.93,235.22,6.78,36,9.6,14.87,0.147,252,68.97,90.13,45.08,1,1,1,0,1
28.13,186.75,8.14,437,13.27,10.23,0.187,382,20.4,60.45,77.68,1,0,0,0,0
38.66,94.52,7.04,432,3.19,1.12,0.052,22,34.15,43.06,68.92,1,0,1,0,2
36.24,162.56,8.25,496,11.58,31.2,0.118,612,78.22,87.01,41.66,1,0,0,1,1
41.23,27.37,8.92,74,10.05,21.79,0.152,560,52.81,30.67,10.8,1,1,0,1,1
36.44,203.68,6.34,57,5.78,12.94,0.103,361,36.29,12.23,34.27,0,0,0,1,0
34.21,217.53,8.52,18,8.55,25.99,0.097,771,60.47,14.56,79.86,0,0,0,0,0
22.34,289.51,7.68,401,9.74,35.03,0.186,384,57.22,62.4,40.65,1,0,1,0,1
29.19,78.12,8.36,187,10.84,12.37,0.049,960,70.71,90.31,43.97,0,0,0,1,2
26.63,5.54,7.78,400,4.24,30.44,0.131,678,25.8,60.78,16.68,1,1,0,1,2
26.1,163.68,6.98,138,3.23,13.01,0.194,386,85.55,46.83,64.15,0,0,1,1,2
44.33,212.04,6.3,142,3.22,49.33,0.044,239,24.66,61.94,65.97,0,0,1,0,2
29.83,237.12,5.75,455,5.53,36.62,0.092,824,56.31,70.4,48.78,0,1,1,1,1
42.3,58.12,7.37,107,3.85,30.13,0.195,314,76.84,78.26,78.45,0,0,0,0,1
35.78,78.53,8.97,220,8.43,8.62,0.007,623,47.58,41.26,88.92,0,0,1,1,2
39.87,153.78,8.08,144,7.24,29.32,0.126,206,92.81,44.82,77.55,0,0,1,0,0
32.57,99.18,6.65,345,12.72,40.02,0.081,758,80.42,12.13,58.99,0,1,0,1,1
34.42,258.15,8.4,375,10.61,36.86,0.154,234,54.08,68.47,94.21,0,0,0,1,1
32.31,142.13,8.19,4,4.47,38.9,0.065,885,34.71,79.91,44.4,0,1,0,0,1
24.88,239.87,6.49,444,2.55,15.89,0.075,273,23.48,55.98,68.93,1,1,1,0,2
38.06,174.19,5.55,387,10.51,16.41,0.103,148,84.13,43.89,61.77,0,1,0,1,2
27.02,231.93,5.91,55,12.15,26.94,0.069,567,35.54,39.98,85.74,0,1,1,0,2
20.61,99.8,8.57,254,10.41,13.93,0.052,691,41.57,68.05,54.96,1,1,1,0,0
36.14,249.42,8.43,471,9.73,5.65,0.071,893,20.83,39.77,59.81,0,0,1,1,2
24.43,82.37,6.53,458,4.99,23.06,0.182,903,21.46,63.92,50.84,1,0,1,0,2
43.51,163.83,6.5,221,7.94,0.1,0.069,280,38.43,93.43,22.65,0,0,1,0,1
43.85,64.2,8.28,359,10.7,38.04,0.18,159,89.83,39.76,89.78,1,1,1,1,0
42.87,142.66,8.78,47,4.32,37.48,0.041,887,82.47,16.15,87.56,0,0,1,0,2
29.25,95.45,8.23,303,7.72,27.6,0.134,69,81.59,88.66,73.22,1,1,0,1,2
20.39,80.01,7.62,162,3.4,37.38,0.149,807,86.16,34.62,41.3,0,1,1,0,0
43.21,290.1,6.35,235,8.37,31.23,0.022,339,34.93,98.97,41.96,0,0,0,1,0
30.7,48.02,7.34,247,8.88,34.87,0.109,240,98.33,85.61,13.24,0,0,1,1,2
44.17,236.2,6.32,364,8.42,3.23,0.003,924,38.58,48.42,16.99,1,1,1,1,2
44.09,295.25,8.33,416,7.63,44.06,0.186,708,31.99,66.54,56.24,1,1,0,0,2
41.33,5.97,6.85,99,9.05,32.2,0.105,162,43.57,34.98,14.48,1,1,0,1,0
27.36,209.71,8.42,20,13.96,30.53,0.007,82,62.44,17.58,18.93,0,1,0,0,2
29.63,75.87,6.84,101,9.47,19.36,0.137,614,29.95,57.32,32.61,0,0,0,1,2
41.28,12.15,8.38,4,11.03,1.41,0.177,459,79.09,48.22,43.63,1,0,0,0,0
27.92,120.87,6.67,447,4.31,45.07,0.148,160,49.72,97.29,54.04,1,0,1,1,0
24.24,280.57,7.04,196,8.36,49.28,0.027,866,65.47,63.77,39.21,1,1,1,1,2
33.92,3.53,7.65,148,2.09,40.39,0.108,873,78.74,77.24,94.66,1,1,0,1,2
43.4,176.37,5.75,344,2.38,45.75,0.147,613,92.15,22.17,95.58,0,1,0,1,1
37.4,150.42,8.82,329,5.87,6.05,0.16,239,85.55,75.13,15.04,0,1,1,0,1
34.25,262.02,7.51,377,7.6,6.43,0.003,941,63.0,15.07,98.69,1,1,0,1,0
22.43,25.2,7.28,210,8.91,43.98,0.057,711,99.29,65.18,25.56,1,0,1,0,0
35.38,204.46,8.44,159,12.66,2.88,0.177,485,62.38,85.47,39.82,0,0,0,0,2
44.75,204.03,8.53,145,11.26,4.66,0.052,670,62.88,53.48,85.33,1,0,1,0,2
23.5,200.72,7.33,57,5.6,40.84,0.095,202,32.68,29.36,71.89,1,1,1,0,1
32.96,282.7,8.75,353,10.92,27.85,0.139,835,31.9,49.93,15.24,0,0,1,0,2
41.93,246.93,5.73,239,8.59,19.59,0.197,423,33.5,85.7,79.71,0,1,1,0,1
38.52,12.59,5.9,78,11.35,27.67,0.085,196,67.35,74.3,69.69,0,0,1,1,0
37.43,141.32,7.59,151,6.93,43.94,0.101,41,53.21,64.49,95.54,0,1,0,0,0
37.56,119.39,6.74,4,3.1,37.86,0.112,213,50.87,72.45,91.9,1,1,0,0,0
28.99,93.04,7.12,382,9.42,34.58,0.047,683,30.2,85.08,97.77,0,0,1,0,1
27.34,135.4,6.65,180,8.68,48.84,0.074,252,50.49,23.67,50.94,0,0,1,1,0
40.23,115.26,6.92,351,13.44,26.07,0.087,16,50.24,85.77,73.59,0,1,0,1,0
40.25,129.7,8.38,200,3.95,0.32,0.004,659,69.67,82.59,96.57,0,1,1,0,2
41.68,293.78,7.58,438,9.87,21.45,0.002,115,51.07,52.97,10.19,0,0,0,1,0
42.83,26.59,8.99,132,7.69,4.83,0.045,891,53.5,46.26,81.0,1,1,0,1,2
32.78,276.67,8.25,452,6.55,5.82,0.102,203,41.8,93.93,14.86,1,1,0,0,2
